iso3_r250_label,Year,n_TotalRetention(kg),n_EstimatedRetention(kg),n_Price(usd),n_ServiceValue(usd),p_TotalRetention(kg),p_EstimatedRetention(kg),p_Price(usd),p_ServiceValue(usd),DomesticWaterUseFraction
PRK,2019,369163007.5411275,85076594.34407258,6.349662612,540207670.2628484,189654524.9922788,43707415.8533837,22.15634831,968396729.377585,0.23045807029999998
SYC,2019,70707.67086600295,16295.153383186569,6.6388412,108180.93564061838,39380.106994092464,9075.463466066083,23.165403,210236.76860319765,0.23045807029999998
BLZ,2019,-24862285.524272077,-2806238.1673722873,2.1468906,-6024686.34289279,-2045056.0228317976,-230828.10548863196,7.4913063,-1729204.0408640532,0.1128712871
MCO,2019,NA,NA,67.197136,NA,NA,NA,234.47597,NA,0.23045807029999998
IMN,2019,0.0,0.0,30.218424,0.0,0.0,0.0,105.44337,0.0,0.23045807029999998
CYM,2019,245156.78754900926,56498.360179491734,30.609201,1729369.6629044586,144685.8788820505,33344.02844681688,106.80694,3561373.645677464,0.23045807029999998
COG,2019,574844507.044371,132477555.81600049,0.86305928,114335983.9387172,328589604.2728925,75726126.12137143,3.0115368,228052015.53595135,0.23045807029999998
PRI,2019,19769230.668675136,4555978.75121845,11.039771,50296962.09431766,10178800.077324651,2345786.6237897296,38.521893,90364141.3224592,0.23045807029999998
SPM,2019,176404.41478453667,40653.821023645105,6.349662612,258138.0473887789,17278.410656553693,3981.94917776032,22.15634831,88225.45293517575,0.23045807029999998
GIB,2019,NA,NA,6.349662612,NA,NA,NA,22.15634831,NA,0.23045807029999998
BLR,2019,0.0,0.0,2.371542,0.0,0.0,0.0,8.275198,0.0,0.41287653890000003
KIR,2019,NA,NA,0.60729766,NA,NA,NA,2.1190889,NA,0.23045807029999998
TJK,2019,512028500.35231507,35335980.34512894,0.30209634,10674870.33257539,165090207.38992167,11393163.309248507,1.0541271,12009842.199004533,0.06901174508999999
JOR,2019,242412890.0293295,107143838.72959225,1.4463196,154964233.97384837,18817385.65819311,8317078.081244149,5.0467501,41974214.63822672,0.4419890325
BDI,2019,70940687.50821313,10915900.150979197,0.072916254,795946.5480474374,24077037.73343519,3704820.873058339,0.25443208,942625.2807596492,0.15387361659999998
NER,2019,2716060871.9940405,235259492.5080111,0.19481121,45831186.39947158,369346237.42406094,31991995.93503021,0.67976922,21747174.122998655,0.08661790129
LCA,2019,1904389.7635859982,438881.9900151023,4.090528,1795259.0688524963,1223808.150357306,282036.46474875696,14.273383,4025614.481325007,0.23045807029999998
HKG,2019,1350585.26866977,311253.2747932422,16.772329,5220442.3271596655,757901.1761233807,174664.44252749474,58.524925,10222223.39908844,0.23045807029999998
PAK,2019,3193633183.5721703,167994332.08571783,0.48223779,81013215.43754266,1076262841.251046,56614534.84849179,1.6827081,95265736.3672894,0.05260288907
REU,2019,NA,NA,6.349662612,NA,NA,NA,22.15634831,NA,0.23045807029999998
SXM,2019,NA,NA,12.090995,NA,NA,NA,42.19001,NA,0.23045807029999998
LIE,2019,548297.4117984688,126359.56347355957,57.888565,7314773.803510779,247261.80661296844,56983.47881091648,201.99487,11510370.394558828,0.23045807029999998
PAN,2019,133490884.65638392,83222548.94026962,5.7150269,475619105.88020736,81468955.07194307,50790390.055769004,19.941868,1012855254.1606581,0.6234324474999999
SGS,2019,NA,NA,6.349662612,NA,NA,NA,22.15634831,NA,0.23045807029999998
BLM,2019,NA,NA,6.349662612,NA,NA,NA,22.15634831,NA,0.23045807029999998
MSR,2019,51848.76383967965,11948.96606193299,6.349662612,75871.90305551278,26664.641753688455,6145.081883795849,22.15634831,136152.57461085176,0.23045807029999998
ARM,2019,130453745.47548366,26176761.750142936,1.5944557,41737686.98005738,62230704.430793226,12487171.736549169,5.5636525,69474284.24998112,0.20065933449999998
LBY,2019,6621241698.080986,795003291.1353687,3.4555295,2747157325.115355,244707087.24583024,29381639.969579816,12.057636,354273119.8362445,0.1200686106
BTN,2019,75333692.21074916,3788972.6852942095,1.2405678,4700477.50845553,42147537.97610558,2119846.5846743383,4.3288054,9176403.342909833,0.050295857990000005
LBN,2019,8830338.386384998,1183417.1037371657,3.0888233,3655366.3236418744,9490397.883450553,1271876.4202584787,10.778061,13708361.642007519,0.1340171862
MKD,2019,112017576.03216149,25815354.412055466,2.3302989,60157491.98952299,51120620.302952684,11781159.507557476,8.1312857,95795973.83322114,0.23045807029999998
SGP,2019,3025125.6808848567,697164.6268316976,22.87413,15947034.30554974,892772.754353106,205746.68618463274,79.816383,16421956.305493455,0.23045807029999998
ARG,2019,8127455203.079192,1258486313.7423391,3.4530258,4345585710.299191,2263649561.874889,350512174.0503836,12.0489,4223286133.915667,0.15484383270000002
DJI,2019,63982524.963130884,14745289.23592472,0.98401415,14509573.253992613,3976700.447129418,916462.7112065929,3.4335935,3146760.4081913345,0.23045807029999998
RUS,2019,3542755873.875249,816456682.23728,3.9704003,3241659856.0919013,1512713197.3207726,348616964.3718884,13.854214,4829814028.438518,0.23045807029999998
SOM,2019,-824523127.3039598,-3750105.1903391955,0.18725121,-702211.7345182947,-239722754.49956536,-1090309.6785541328,0.65338957,-712396.972037323,0.00454821104
IDN,2019,4027323507.9562006,423831305.7450065,1.4244112,603710058.8138115,2302452410.6047196,242307678.9521596,4.9703035,1204342704.7727952,0.10523895209999999
ARE,2019,236693064.97991395,117956782.89595729,15.347711,1810366614.3768957,18283438.859276485,9111613.085487746,53.553909,487962498.0234199,0.4983533544
LBR,2019,2413736135.061261,1326810404.6820621,0.22827078,302872045.98889,545753776.5043426,299996250.0217996,0.7965222,238953673.05911386,0.5496915696
CXR,2019,NA,NA,6.349662612,NA,NA,NA,22.15634831,NA,0.23045807029999998
GHA,2019,657094901.7382468,132090633.38406408,0.75839776,100177240.47545542,341959939.2263908,68741524.00954609,2.6463339,181913025.32412574,0.20102215529999998
KHM,2019,591466912.6502686,26540181.976835057,0.77199996,20489019.424509387,263801582.09503132,11837250.478149708,2.6937969,31887148.642563205,0.044871794869999995
ECU,2019,485657594.3094768,63314707.53962963,2.1520975,136259423.8092681,244936716.22528973,31932161.12592942,7.5094748,239793759.2847066,0.130369026
ETH,2019,1079311762.6589222,84097829.2382918,0.28742084,24171468.72184639,47282572.10165012,3684164.1239560717,1.0029188,3694917.4622010747,0.07791801419
HRV,2019,272951491.09434617,118962896.9022949,5.3979936,642160956.1160477,123930244.4425472,54013630.16404614,18.835621,1017380266.6041409,0.4358389706
SWZ,2019,59863802.12740562,2314957.8909559757,1.3571879,3141832.8386149695,24959632.36361611,965199.2663703761,4.7357364,4570929.2990034865,0.03867041198
XKX,2019,54021393.90064709,12449666.193259317,1.5315988,19067893.80199654,25963616.46992612,5983524.949668471,5.3443213,31977879.837594636,0.23045807029999998
YEM,2019,1860843161.3744826,138323544.95208678,0.21620531,29906284.916664857,162875968.2873297,12107189.788292523,0.75442123,9133921.011927085,0.07433380084
UMI,2019,NA,NA,6.349662612,NA,NA,NA,22.15634831,NA,0.23045807029999998
GGY,2019,227184.02850330653,52356.392811852216,6.349662612,332445.4299366036,73065.97941970825,16838.644621645475,22.15634831,373082.8753054853,0.23045807029999998
VGB,2019,NA,NA,6.349662612,NA,NA,NA,22.15634831,NA,0.23045807029999998
AZE,2019,518942458.1839068,18458152.883387037,1.6667782,30765646.838296656,177047470.77300647,6297363.477603568,5.8160129,36625547.22173121,0.03556878531
MRT,2019,2850497108.3043213,201405291.1613145,0.61287296,123435856.95369665,288512274.4327484,20385180.699343868,2.1385431,43594587.526835,0.07065619908000001
CMR,2019,890932279.616677,202023232.7978171,0.53939867,108971063.08024292,501834752.1600034,113793473.73660642,1.882164,214177979.70198607,0.2267548695
PYF,2019,NA,NA,7.4854789,NA,NA,NA,26.119638,NA,0.23045807029999998
SWE,2019,0.0,0.0,17.956421,0.0,0.0,0.0,62.656662,0.0,0.3635982935
AIA,2019,83698.19928809395,19288.925495518964,6.349662612,122478.16904455035,20910.773517209105,4819.056513256354,22.15634831,106772.6946332819,0.23045807029999998
CUW,2019,959001.0803981277,221009.53840416763,6.666306,1473317.211920933,323040.67899351474,74447.33150924715,23.261238,1731737.096701497,0.23045807029999998
DZA,2019,10943766732.29295,3619127246.564093,1.5497917,5608893367.968885,1004317788.3107464,332130057.3009247,5.4078031,1796093953.4751182,0.3307021554
PHL,2019,545201259.4087389,51889690.99845894,1.179494,61203579.19453633,358438430.96695924,34114483.60375862,4.115696,140404843.71005493,0.09517529555
JEY,2019,1072152.8349918781,247086.27341890254,6.349662612,1568914.472266415,342383.37968087196,78905.01298404597,22.15634831,1748246.951079595,0.23045807029999998
LAO,2019,459718383.787779,105945811.60916634,0.89805305,95144959.25033724,211861854.83378193,48825274.23517211,3.1336432,153000988.59518227,0.23045807029999998
ESP,2019,2521188202.8105235,384238803.557915,10.330847,3969512291.0198755,990192755.6287572,150909194.04206902,36.048195,5440004054.121342,0.1524038559
KGZ,2019,795088558.5646138,23250631.47495029,0.49319139,11467011.255508484,272822797.1263742,7978107.90461143,1.7209294,13729760.449418206,0.02924281984
EST,2019,0.0,0.0,8.3312778,0.0,0.0,0.0,29.070948,0.0,0.0489858639
