n_countries,n_nonzero,n_zero,share_zero,global_total_expected_avoided_damage_usd2019_bil,top10_share,top20_share,gini
236,148,88,0.3728813559322034,110.58532523342126,0.6789715825954539,0.8468118096004082,0.9109218929537974
