iso_code,country,year,wue_industrial_usdpm3,wue_irrigation_usdpm3,wue_municipal_usdpm3,wue_general_usdpm3,w_agriculture,w_industry,w_munucipal,gep_water_agricultural,gep_water_industrial,gep_water_municipal
HRV,Croatia,2015,15.450170543,0.408194291,68.41760955,36.982696428,,1.26e+08,507900000,,1946721488.418,34749303890.445
HTI,Haiti,2000,101.254000807,0.20829271,43.8600261,6.323051647,,,,,,
HTI,Haiti,2010,51.145103725,0.300358277,35.484156577,6.698981515,1.209e+09,5.1e+07,1.9e+08,363133156.893,2608400289.975,6741989749.63
HTI,Haiti,2015,68.101069529,0.206340393,40.486445526,7.872444642,,,,,,
HUN,Hungary,2000,4.942843684,0.154056436,61.711612694,12.392988702,679600000,4.209e+09,831100000,104696753.9056,20804429065.956,51288521309.9834
HUN,Hungary,2005,,,,,305400000,4.486e+09,7.93e+08,,,
HUN,Hungary,2010,5.859596631,0.395169817,90.97495433,17.603064799,3.22e+08,4.013e+09,7.16e+08,127244681.074,23514561280.203,65138067300.28
HUN,Hungary,2015,9.470935425,0.33618491,117.157269275,23.4152105,,,594500000,,,69649996583.9875
IDN,Indonesia,2000,21.888453841,,12.942271106,,9.276e+10,7.398e+09,1.313e+10,,161930781515.718,169932019621.78
IDN,Indonesia,2005,,,,,,2.465e+10,1.399e+10,,,
IDN,Indonesia,2010,15.563455401,0.253468683,14.907436761,3.031003754,,,,,,
IDN,Indonesia,2015,31.712116914,0.271820943,16.726036597,3.484138761,,,,,,
IND,India,2000,19.496638387,0.194922423,8.370377842,1.073667979,5.584e+11,1e+10,4.2e+10,108844681003.2,194966383870,351555869364
IND,India,2010,26.378486885,0.274787353,13.196840484,1.808818716,6.88e+11,1.7e+10,5.6e+10,189053698864,448434277045,739023067104
IND,India,2015,31.462839384,0.365253366,19.250286704,2.449643418,,,,,,
IRL,Ireland,2000,156.051446175,0.087263737,164.313373035,138.383632915,,,5.8e+08,,,95301756360.3
IRL,Ireland,2005,,,,,,5.1e+07,6.79e+08,,,
IRL,Ireland,2010,255.239767728,0,219.588233859,206.74646305,,,6.28e+08,,,137901410863.452
IRL,Ireland,2015,276.960574835,0,257.197924341,251.69346654,,,,,,
IRN,Iran,2000,,,,,8.375e+10,1.025e+09,4.925e+09,,,
IRN,Iran,2005,,,,,8.6e+10,1.1e+09,6.2e+09,,,
IRN,Iran (Islamic Republic of),2000,92.685750239,0.1749445,28.918451761,2.681798606,,,,,,
IRN,Iran (Islamic Republic of),2010,154.887178582,0.147977909,35.166985121,4.299435202,,,,,,
IRN,Iran (Islamic Republic of),2015,108.03890888,0.250410004,39.615846767,4.137152305,,,,,,
IRQ,Iraq,2000,7.294372162,0.046315805,2.127400684,1.247146285,5.2e+10,9.7e+09,4.3e+09,2408421860,70755409971.4,9147822941.2
IRQ,Iraq,2010,15.235331908,0.102463344,23.175056247,2.514719136,,,,,,
IRQ,Iraq,2015,37.923235202,0.137104548,81.576395265,4.738473841,,,,,,
ISL,Iceland,2000,167.46399712,,90.375716224,,7e+07,1.4e+07,8.1e+07,,2344495959.68,7320433014.144
ISL,Iceland,2005,,,,,7e+07,1.4e+07,8.1e+07,,,
ISL,Iceland,2010,14.746889765,,116.44889507,,3e+05,2e+08,9.4e+07,,2949377953,10946196136.58
ISL,Iceland,2015,13.861587096,0.90961795,150.942868438,53.252952229,3e+05,1.98e+08,8e+07,272885.385,2744594245.008,12075429475.04
ISR,Israel,2000,318.548558298,1.287619294,181.096600869,83.602537298,1.021e+09,1.22e+08,6.88e+08,1314659299.174,38862924112.356,124594461397.872
ISR,Israel,2005,,,,,1.129e+09,1.13e+08,7.12e+08,,,
ISR,Israel,2010,360.168133412,2.200278919,247.290469204,114.447783969,1.016e+09,,,2235483381.704,,
ISR,Israel,2015,478.059007858,1.945460609,236.337727011,125.821696361,,,,,,
ITA,Italy,2000,25.326180471,0.779929328,131.038784761,35.660473114,2.001e+10,1.629e+10,9.111e+09,15606385853.28,412563479872.59,1193894367957.47
ITA,Italy,2005,,,,,1.289e+10,,8.942e+09,,,
ITA,Italy,2010,38.396272118,0.839944079,140.54391047,49.780703534,,,9.451e+09,,,1328280497851.97
ITA,Italy,2015,44.260521774,0.941372555,134.024478189,47.631730436,,,,,,
JAM,Jamaica,2000,36.058343839,0.227371818,36.590072674,12.938041811,,,,,,
JAM,Jamaica,2005,,,,,4.48e+08,7.6e+07,2.88e+08,,,
JAM,Jamaica,2010,3.671636192,0.425573111,32.370116702,9.479948992,,,,,,
JAM,Jamaica,2015,4.861792725,1.485607535,43.724125824,14.201556301,,,,,,
JOR,Jordan,2000,97.11856182,0.329841648,48.528795061,18.812990378,5.17e+08,3.7e+07,2.49e+08,170528132.016,3593386787.34,12083669970.189
JOR,Jordan,2005,,,,,5.89e+08,4.9e+07,2.94e+08,,,
JOR,Jordan,2010,209.373638891,1.288148803,58.00900217,32.966939384,4.62e+08,3.3e+07,3.54e+08,595124746.986,6909330083.403,20535186768.18
JOR,Jordan,2015,245.202621774,1.535944804,52.24029916,33.491451128,5.75e+08,3.8e+07,4.91e+08,883168262.3,9317699627.412,25649986887.56
JPN,Japan,2000,73.76322775,0.759321509,158.785132669,43.916230319,5.605e+10,1.232e+10,1.628e+10,42559970579.45,908762965880,2585021959851.32
JPN,Japan,2005,,,,,5.45e+10,1.278e+10,1.57e+10,,,
JPN,Japan,2010,93.021937072,0.63153389,202.313249096,51.797791108,5.443e+10,1.161e+10,1.541e+10,34374389632.7,1079984689405.92,3117647168569.36
JPN,Japan,2015,101.555874545,0.633192901,218.189358298,55.122089242,,,,,,
KAZ,Kazakhstan,2000,4.70034056,0.035866107,15.467452257,2.705533326,1.48e+10,4.07e+09,8.31e+08,530818383.6,19130386079.2,12853452825.567
KAZ,Kazakhstan,2005,,,,,1.403e+10,5.839e+09,8.53e+08,,,
KAZ,Kazakhstan,2010,8.288319081,0.032779535,25.845259364,5.62699755,1.4e+10,6.263e+09,8.78e+08,458913490,51909742404.303,22692137721.592
KAZ,Kazakhstan,2015,8.710031501,0.051866048,48.779788717,7.704444564,,,,,,
KEN,Kenya,2000,62.790122524,0.12316677,44.687970208,16.940586201,1.01e+09,,,124398437.7,,
KEN,Kenya,2005,,,,,1.75e+09,1e+08,4.7e+08,,,
KEN,Kenya,2010,71.466560678,0.160482424,27.851306302,13.135801536,1.907e+09,1.25e+08,1.186e+09,306039982.568,8933320084.75,33031649274.172
KEN,Kenya,2015,91.39449137,0.224451703,34.697525214,16.47097754,,,,,,
KGZ,Kyrgyzstan,2000,2.579551829,0.107622186,4.016591254,0.307738088,9.45e+09,3.1e+08,3.2e+08,1017029657.7,799661066.99,1285309201.28
KGZ,Kyrgyzstan,2005,,,,,7.447e+09,3.36e+08,2.24e+08,,,
KGZ,Kyrgyzstan,2010,3.604624827,0.108290426,12.35823387,0.615283943,7.1e+09,,,768862024.6,,
KGZ,Kyrgyzstan,2015,4.610164955,0.111931234,16.108930549,0.777040161,,,,,,
KHM,Cambodia,2000,52.325312846,,29.4920106,,,,,,,
KHM,Cambodia,2005,,,,,2.053e+09,3.3e+07,9.8e+07,,,
KHM,Cambodia,2010,82.488069688,0.31971581,50.5695026,3.816068733,,,,,,
KHM,Cambodia,2015,148.390209,0.354866816,74.378005684,5.913215672,,,,,,
KNA,Saint Kitts and Nevis,2010,,,,,2e+05,0,15400000,,,
KNA,Saint Kitts and Nevis,2015,,0.353091301,40.389369805,,,,,,,
KOR,Republic of Korea,2000,64.546823136,1.289899331,74.129209096,27.564122073,,,,,,
KOR,Republic of Korea,2010,91.183759318,0.957103554,100.151627169,41.223472777,,,,,,
KOR,Republic of Korea,2015,104.18928786,1.03965859,129.967008386,49.394671056,,,,,,
KOR,South Korea,2000,,,,,1.61e+10,4.45e+09,8.613e+09,,,
KOR,South Korea,2005,,,,,1.596e+10,,6.924e+09,,,
KWT,Kuwait,2000,1474.321813212,0.482509914,77.116235253,75.489533635,491900000,20800000,400500000,237346626.6966,30665893714.8096,30885052218.8265
KWT,Kuwait,2005,,,,,,23300000,448300000,,,
KWT,Kuwait,2010,2635.633420479,0.705163234,104.876618041,100.42914437,,,,,,
KWT,Kuwait,2015,2606.759675365,0.896232983,156.859139286,113.590150429,,,,,,
LAO,Lao People's Democratic Republic,2000,3.935026804,,20.818266814,,,,,,,
LAO,Lao People's Democratic Republic,2010,12.335562384,0.142505604,38.205940758,1.361864101,,,,,,
LAO,Lao People's Democratic Republic,2015,17.459960953,0.11941857,56.7162802,1.432219107,,,,,,
LAO,Laos,2005,,,,,3.193e+09,1.7e+08,1.3e+08,,,
LBN,Lebanon,2000,38.097917593,0.690583004,48.220661218,17.148535309,9.2e+08,78900000,434100000,635336363.68,3005925698.0877,20932589034.7338
LBN,Lebanon,2005,,,,,7.8e+08,1.5e+08,3.8e+08,,,
LBN,Lebanon,2010,10.035815539,2.283322755,107.77276687,25.630488715,,,,,,
LBN,Lebanon,2015,7.438379868,2.270421521,158.325297696,25.153211083,,,,,,
LBR,Liberia,2000,0.139815506,0.018268385,4.259640493,2.367831768,12300000,47400000,71100000,224701.1355,6627254.9844,302860439.0523
LBR,Liberia,2005,,,,,,53400000,80200000,,,
LBR,Liberia,2010,3.151641416,0.021193924,3.25441378,2.944224277,,,,,,
LBR,Liberia,2015,4.283073352,0.036942975,5.850809202,4.786877406,,,,,,
LBY,Libya,2000,193.450365144,0.394365498,45.263543339,12.612023944,3.584e+09,1.32e+08,6.1e+08,1413405944.832,25535448199.008,27610761436.79
LBY,Libya,2010,257.830741434,0.126919439,40.272574378,16.404278743,4.85e+09,2.8e+08,7e+08,615559279.15,72192607601.52,28190802064.6
LBY,Libya,2015,54.858995671,0.17097227,52.716102111,9.106519001,,,,,,
LCA,Saint Lucia,2005,,,,,30400000,0,12500000,,,
LCA,Saint Lucia,2010,,0.002756503,107.218608516,,,,,,,
LCA,Saint Lucia,2015,,0.002284149,111.29697768,,,,,,,
LIE,Liechtenstein,2015,,,459.167037143,,,,,,,
LKA,Sri Lanka,2000,16.459732845,,28.635984906,,1.2e+10,513600000,4.97e+08,,8453718789.192,14232084498.282
LKA,Sri Lanka,2005,,,,,1.131e+10,8.31e+08,8.05e+08,,,
LKA,Sri Lanka,2010,18.162313888,0.222035978,41.612180381,3.947313066,,,,,,
LKA,Sri Lanka,2015,25.335417283,0.288391811,58.504033939,5.516081451,,,,,,
LSO,Lesotho,2000,19.966699813,0.015666301,36.33095177,25.708049397,3800000,2e+07,2e+07,59531.9438,399333996.26,726619035.4
LSO,Lesotho,2010,25.543659585,0.014903637,59.198248152,38.696228049,,,,,,
LSO,Lesotho,2015,33.7898627,0.013768491,66.81461935,45.939314184,,,,,,
LTU,Lithuania,2000,1.818299414,,76.801463276,,5.3e+07,2.543e+09,1.72e+08,,4623935409.802,13209851683.472
LTU,Lithuania,2005,,,,,81800000,,,,,
LTU,Lithuania,2010,8.618808599,0.017689719,190.252929318,27.456487529,65600000,415900000,149900000,1160445.5664,3584562496.3241,28518914104.7682
LTU,Lithuania,2015,52.948584963,0.035271439,197.037471196,91.176404709,,,,,,
LUX,Luxembourg,2000,466.647383579,,646.539328644,,2e+05,14200000,46100000,,6626392846.8218,29805463050.4884
LUX,Luxembourg,2010,1819.699663381,0.424668674,972.214115102,1021.909465531,2e+05,3700000,40600000,84933.7348,6732888754.5097,39471893073.1412
LUX,Luxembourg,2015,3094.7726565,0,1152.044561801,1223.344326362,3e+05,2e+06,40800000,0,6189545313,47003418121.4808
LVA,Latvia,2000,,,,,53200000,,,,,
LVA,Latvia,2005,,,,,50600000,42600000,1.25e+08,,,
LVA,Latvia,2010,75.316847236,0.022298503,106.142234766,80.208669672,40800000,56300000,163100000,909778.9224,4240338499.3868,17311798490.3346
LVA,Latvia,2015,126.407090229,0.014344551,201.23475368,130.419511136,36300000,52200000,159300000,520707.2013,6598450109.9538,32056696261.224
MAR,Morocco,2000,32.920776296,0.13182215,20.840410933,3.099320354,1.105e+10,7.66e+08,3e+09,1456634757.5,25217314642.736,62521232799
MAR,Morocco,2010,93.364874732,0.330665416,43.799316076,6.651289328,9.156e+09,2.12e+08,1.063e+09,3027572548.896,19793353443.184,46558672988.788
MAR,Morocco,2015,119.019333722,0.417681526,57.10081152,8.604597205,,,,,,
MCO,Monaco,2000,,,583.404993231,,0,0,5800000,,,3383748960.7398
MCO,Monaco,2005,,,,,0,0,5500000,,,
MCO,Monaco,2010,,,818.357331982,,0,0,5e+06,,,4091786659.91
MCO,Monaco,2015,,,1031.4764668,,,,,,,
MDA,Moldova,2000,,,,,,991200000,1.64e+08,,,
MDA,Moldova,2005,,,,,3.6e+07,882500000,1.46e+08,,,
MDA,Moldova,2010,,,,,3.9e+07,,,,,
MDA,Moldova,2015,,,,,3.8e+07,,,,,
MDA,Republic of Moldova,2000,0.751969775,0.389003078,11.131917181,1.914224337,,,,,,
MDA,Republic of Moldova,2010,1.446111004,0.401880787,25.769646716,5.175137478,,,,,,
MDA,Republic of Moldova,2015,2.317361733,3.288751828,29.63934966,7.149591959,,,,,,
MDG,Madagascar,2000,7.330084465,0.069761513,15.697340426,0.419922781,1.3e+10,130800000,238800000,906899669,958775048.022,3748524893.7288
MDG,Madagascar,2005,,,,,1.3e+10,161900000,3.95e+08,,,
MDG,Madagascar,2010,10.296154419,0.101043905,12.55514732,0.585664964,,,,,,
MDG,Madagascar,2015,12.609904787,0.102054469,14.817079491,0.680170104,,,,,,
MDV,Maldives,2000,830.424554959,,241.120247143,,,2e+05,6200000,,166084910.9918,1494945532.2866
MDV,Maldives,2010,783.372961761,,442.932877822,,0,3e+05,5600000,,235011888.5283,2480424115.8032
MDV,Maldives,2015,1240.981776667,,542.689477679,,,,,,,
MEX,Mexico,2000,,0.173294408,,,5.61e+10,6.9e+09,9.6e+09,9721816288.8,,
MEX,Mexico,2005,,,,,6.057e+10,7.22e+09,1.116e+10,,,
MEX,Mexico,2010,42.123339951,0.196388752,55.174618698,11.825920387,6.335e+10,7.403e+09,1.198e+10,12441227439.2,311839085657.253,660991932002.04
MEX,Mexico,2015,42.515838465,0.238636564,58.819540849,12.634700188,6.536e+10,7.825e+09,1.248e+10,15597285823.04,332686435988.625,734067869795.52
MKD,North Macedonia,2000,9.80528116,,19.121056258,,281400000,139700000,212100000,,1369797778.052,4055576032.3218
MKD,North Macedonia,2005,,,,,125500000,199300000,226400000,,,
MKD,North Macedonia,2010,9.810499597,0.671201435,23.08599898,9.47447938,,,,,,
MKD,North Macedonia,2015,40.098830897,1.885373516,22.736547526,18.186545288,,1.07e+08,231700000,,4290574905.979,5268058061.7742
MLI,Mali,2000,108.030103594,0.011152,17.729113492,0.471460114,4.99e+09,,,55648480,,
MLI,Mali,2005,,,,,5.075e+09,4e+06,1.07e+08,,,
MLI,Mali,2010,505.082178643,0.021800506,30.683218203,1.04397814,,,,,,
MLI,Mali,2015,581.634938,0.036787762,47.263509215,1.459782709,,,,,,
MLT,Malta,2000,3306.702217315,2.05766725,107.55121593,102.453357416,18900000,5e+05,34400000,38889911.025,1653351108.6575,3699761827.992
MLT,Malta,2005,,,,,20300000,1e+06,34400000,,,
MLT,Malta,2010,1314.237726616,2.274201141,312.534271926,187.407481359,24100000,1e+06,14800000,54808247.4981,1314237726.616,4625507224.5048
MLT,Malta,2015,1181.267026,2.003747167,239.577221949,157.171454062,2.9e+07,1e+06,15300000,58108667.843,1181267026,3665531495.8197
MMR,Myanmar,2000,4.232744768,0.076627666,1.419368404,0.252487784,2.957e+10,332300000,3.323e+09,2265880083.62,1406541086.4064,4716561206.492
MMR,Myanmar,2005,,,,,,498400000,,,,
MMR,Myanmar,2010,23.908999555,0.174219932,4.952740952,1.004027593,,,,,,
MMR,Myanmar,2015,41.5842549,0.192359641,7.83738048,1.570981827,,,,,,
MNE,Montenegro,2005,,,,,6600000,67300000,,,,
MNE,Montenegro,2010,6.299966616,3.777727656,25.009604556,17.482821129,1700000,62800000,96400000,6422137.0152,395637903.4848,2410925879.1984
MNE,Montenegro,2015,5.797876162,4.340894966,27.593213299,18.840720363,,,,,,
MNG,Mongolia,2000,4.931943403,0.18354628,19.323662363,5.451743703,,,,,,
MNG,Mongolia,2005,,,,,2.24e+08,2.18e+08,9.8e+07,,,
MNG,Mongolia,2010,10.483818149,0.176843136,47.551917165,10.714892606,2.42e+08,2.38e+08,7.1e+07,42796038.912,2495148719.462,3376186118.715
MNG,Mongolia,2015,37.641952667,0.32771135,75.288103191,21.214152382,,,,,,
MOZ,Mozambique,2000,35.439438353,0.020624128,14.540351279,3.842951054,6.9e+08,24300000,169900000,14230648.32,861178351.9779,2470405682.3021
MOZ,Mozambique,2005,,,,,,36200000,253700000,,,
MOZ,Mozambique,2010,48.43008522,0.047473815,18.144526497,5.620359775,,,,,,
MOZ,Mozambique,2015,96.4443388,0.049908776,21.620437876,7.133478074,1.076e+09,2.5e+07,3.72e+08,53701842.976,2411108470,8042802889.872
MRT,Mauritania,2000,31.309233794,0.12720559,21.152806929,1.616556362,1.5e+09,25300000,75900000,190808385,792123614.9882,1605498045.9111
MRT,Mauritania,2005,,,,,1.223e+09,31800000,95400000,,,
MRT,Mauritania,2010,54.503820846,0.171715679,22.389483087,3.021172022,,,,,,
MRT,Mauritania,2015,38.410066698,0.263666946,31.95471434,3.401262438,,,,,,
MUS,Mauritius,2000,33.494030837,,34.097096214,,,,,,,
MUS,Mauritius,2005,,,,,4.91e+08,2e+07,2.14e+08,,,
MUS,Mauritius,2010,203.321367316,0.286891723,27.475138469,13.216113126,,,,,,
MUS,Mauritius,2015,147.3346975,0.332711512,31.805714165,16.809253147,,,,,,
MWI,Malawi,2000,14.395502224,0.02967013,10.495545514,1.505840319,1.166e+09,39900000,119600000,34595371.58,574380538.7376,1255267243.4744
MWI,Malawi,2005,,,,,1.166e+09,47700000,143100000,,,
MWI,Malawi,2010,15.441931789,0.035635623,18.218561596,2.494993696,,,,,,
MWI,Malawi,2015,25.627626981,0.046248424,30.802563788,4.1894239,,,,,,
MYS,Malaysia,2000,40.964985664,0.548015489,54.451312344,25.814500991,2.505e+09,3.747e+09,3.053e+09,1372778799.945,153495801283.008,166239856586.232
MYS,Malaysia,2005,,,,,2.505e+09,4.788e+09,3.902e+09,,,
MYS,Malaysia,2010,53.590626458,1.008984834,88.721618452,38.180418548,,,,,,
MYS,Malaysia,2015,65.661662296,1.073466708,122.850656294,50.164978622,,,,,,
NAM,Namibia,2000,88.602184026,0.047162523,46.174009469,15.403929617,2.01e+08,1.4e+07,7.3e+07,9479667.123,1240430576.364,3370702691.237
NAM,Namibia,2010,162.973110288,0.061140379,71.39254788,26.061002623,,,,,,
NAM,Namibia,2015,209.031758143,0.061144546,92.683079438,33.696525926,,,,,,
NER,Niger,2000,27.911173966,0.027476295,9.193469147,3.637630234,,28400000,255400000,,792677340.6344,2348012020.1438
NER,Niger,2005,,,,,656500000,32700000,294400000,,,
NER,Niger,2010,65.511974244,0.032104314,21.394129702,3.429585216,,13700000,61700000,,897514047.1428,1320017802.6134
NER,Niger,2015,60.544832245,0.002548721,23.687724966,3.43493309,,,,,,
NGA,Nigeria,2000,38.945898294,0.081965527,24.486401702,13.619102495,5.51e+09,1.554e+09,3.242e+09,451630053.77,60521925948.876,79384914317.884
NGA,Nigeria,2005,,,,,5.51e+09,1.965e+09,4.099e+09,,,
NGA,Nigeria,2010,49.06965858,0.190909328,39.633125977,23.698550652,5.51e+09,1.965e+09,5e+09,1051910397.28,96421879109.7,198165629885
NGA,Nigeria,2015,49.044694958,0.210633696,58.160259615,31.129035297,,,,,,
NIC,Nicaragua,2000,33.422365013,0.065572417,19.714859222,3.89409124,1.18e+09,2.7e+07,1.81e+08,77375452.06,902403855.351,3568389519.182
NIC,Nicaragua,2005,,,,,,73600000,,,,
NIC,Nicaragua,2010,32.116324237,0.160870535,19.622702756,4.888239301,1.185e+09,73600000,2.86e+08,190631583.975,2363761463.8432,5612092988.216
NIC,Nicaragua,2015,105.496518478,0.166786738,29.408572545,6.973025175,,,,,,
NLD,Netherlands,2000,,,,,52600000,7.558e+09,1.303e+09,,,
NLD,Netherlands,2005,,,,,71900000,9.629e+09,1.248e+09,,,
NLD,Netherlands,2010,,,,,60200000,9.446e+09,1.217e+09,,,
NLD,Netherlands (Kingdom of the),2000,18.432542386,,330.176990547,,,,,,,
NLD,Netherlands (Kingdom of the),2010,13.795508993,22.507221789,424.898099053,59.704737183,,,,,,
NLD,Netherlands (Kingdom of the),2015,17.809845226,25.11317932,444.201417837,80.611984908,,,,,,
NOR,Norway,2000,124.061241131,,197.067732324,,8.08e+08,7.83e+08,8.08e+08,,97139951805.573,159230727717.792
NOR,Norway,2005,,,,,844900000,1.233e+09,948200000,,,
NOR,Norway,2010,105.715621027,0.54774588,220.953377872,110.592200251,,1.071e+09,8.16e+08,,113221430119.917,180297956343.552
NOR,Norway,2015,103.440859655,0.293982386,284.110192852,124.435527434,,,8.38e+08,,,238084341609.976
NPL,Nepal,2000,44.606685479,,26.473968421,,9.32e+09,40400000,202100000,,1802110093.3516,5350389017.8841
NPL,Nepal,2005,,,,,9.32e+09,29500000,147600000,,,
NPL,Nepal,2010,81.178324266,0.567810819,66.81739906,1.847827811,,,,,,
NPL,Nepal,2015,92.957897797,0.612237805,83.564287344,2.188289388,,,,,,
NZL,New Zealand,2000,122.363232815,,121.463468476,,,2e+08,6.2e+08,,24472646563,75307350455.12
NZL,New Zealand,2005,,,,,2.82e+09,9.39e+08,1.149e+09,,,
NZL,New Zealand,2010,23.362449115,3.340677006,127.739395048,27.272370871,3.207e+09,1.184e+09,8.1e+08,10713551158.242,27661139752.16,103468909988.88
NZL,New Zealand,2015,27.304911738,2.949030987,241.938075957,33.597548834,,,,,,
OMN,Oman,2000,822.970621486,0.724808275,203.430691387,33.767427913,1.23e+09,3e+07,1e+08,891514178.25,24689118644.58,20343069138.7
OMN,Oman,2005,,,,,1.168e+09,1.9e+07,1.34e+08,,,
OMN,Oman,2010,385.80158269,0.530687855,199.203710551,38.422551826,,,,,,
OMN,Oman,2015,195.564023381,0.880046069,405.990748118,44.125192489,,,,,,
PAK,Pakistan,2000,6.001047945,,11.792422953,,1.627e+11,3.47e+09,6.39e+09,,20823636369.15,75353582669.67
PAK,Pakistan,2005,,,,,,,8e+09,,,
PAK,Pakistan,2010,29.721419489,0.256077323,12.92950934,1.147601433,1.724e+11,1.4e+09,9.65e+09,44147730485.2,41609987284.6,124769765131
PAK,Pakistan,2015,35.947561592,0.315378777,16.638074651,1.445926998,,,,,,
PAN,Panama,2000,203.9554439,,75.864471022,,,1.5e+07,206700000,,3059331658.5,15681186160.2474
PAN,Panama,2005,,,,,,19100000,262900000,,,
PAN,Panama,2010,630.382298495,0.298161161,48.239891388,33.234503143,4.46e+08,1e+07,5.81e+08,132979877.806,6303822984.95,28027376896.428
PAN,Panama,2015,2195.762032969,0.332837591,45.702904647,40.488664609,,,,,,
PER,Peru,2000,,,39.194690363,,,,,,,
PER,Peru,2010,55.884415458,0.278133178,55.147355596,7.165286234,1.212e+10,2.89e+08,1.254e+09,3370974117.36,16150596067.362,69154783917.384
PER,Peru,2015,21.589785126,0.272518832,62.776725373,5.533759614,,,,,,
PHL,Philippines,2000,15.39355452,,14.454240544,,,2.907e+09,5.406e+09,,44749062989.64,78139624380.864
PHL,Philippines,2005,,,,,6.559e+10,7.458e+09,5.848e+09,,,
PHL,Philippines,2010,7.983885769,0.155215696,18.409500601,2.494505139,6.707e+10,8.254e+09,6.235e+09,10410316730.72,65898993137.326,114783236247.235
PHL,Philippines,2015,8.425021596,0.172484523,22.16631471,3.292394214,,,,,,
PNG,Papua New Guinea,2000,28.352501661,,32.218394445,,1e+06,115900000,154500000,,3286054942.5099,4977741941.7525
PNG,Papua New Guinea,2005,,,,,1e+06,167600000,223500000,,,
PNG,Papua New Guinea,2010,31.412364427,,32.965970808,,,,,,,
PNG,Papua New Guinea,2015,43.761665764,,43.080523812,,,,,,,
POL,Poland,2000,7.952395603,,75.377926784,,1.108e+09,,,,,
POL,Poland,2005,,,,,1.122e+09,,,,,
POL,Poland,2010,13.423532392,0.073581669,120.587063089,32.342979025,1.102e+09,,,81086999.238,,
POL,Poland,2015,16.726279855,0.186826407,140.508677792,39.300707462,,,,,,
PRI,Puerto Rico,2000,14.637807571,,80.33010982,,130600000,3.041e+09,709900000,,44513572823.411,57026344961.218
PRI,Puerto Rico,2005,,,,,73900000,3.184e+09,903700000,,,
PRI,Puerto Rico,2010,16.513828076,4.676077278,57.337401934,25.558114106,64100000,3.15e+09,938600000,299736553.5198,52018558439.4,53816885455.2524
PRI,Puerto Rico,2015,21.37551797,2.682381349,64.819849246,31.288486878,,,,,,
PRK,Democratic People's Republic of Korea,2000,4.17267988,0.423007325,6.093058561,1.468203416,,,,,,
PRK,Democratic People's Republic of Korea,2010,6.113668451,0.326685263,6.095621668,1.693578878,,,,,,
PRK,Democratic People's Republic of Korea,2015,5.922703682,0.34990785,6.620269044,1.740761567,,,,,,
PRK,North Korea,2000,,,,,,1.088e+09,857600000,,,
PRK,North Korea,2005,,,,,6.61e+09,1.145e+09,902800000,,,
PRT,Portugal,2000,28.061773676,0.15262423,129.01819782,15.430842781,8.767e+09,1.497e+09,8.72e+08,1338056624.41,42008475192.972,112503868499.04
PRT,Portugal,2005,,,,,,,976300000,,,
PRT,Portugal,2010,20.86673505,0.27851405,152.037321172,22.4317287,,,910500000,,,138429980927.106
PRT,Portugal,2015,17.740078829,0.405809717,155.882066615,25.680355029,,,,,,
PRY,Paraguay,2000,146.459677003,,102.851666403,,3.5e+08,4e+07,1e+08,,5858387080.12,10285166640.3
PRY,Paraguay,2010,47.27229085,,48.893596029,,1.897e+09,1.54e+08,3.62e+08,,7279932790.9,17699481762.498
PRY,Paraguay,2015,60.679062695,0.139235465,57.437128638,12.598817198,,,,,,
PSE,Palestine,2000,90.445422846,1.353321497,42.991880649,20.397785558,1.67e+08,14600000,101400000,226004689.999,1320503173.5516,4359376697.8086
PSE,Palestine,2005,,,,,1.89e+08,2.9e+07,2e+08,,,
PSE,Palestine,2010,78.650199948,4.628718295,41.98910578,27.639963427,,,,,,
PSE,Palestine,2015,79.561928316,5.182637551,50.903772242,32.219064274,,,,,,
QAT,Qatar,2000,1731.342389908,0.614665838,148.570035141,117.708885695,2.1e+08,13900000,7e+07,129079825.98,24065659219.7212,10399902459.87
QAT,Qatar,2005,,,,,2.62e+08,8e+06,1.74e+08,,,
QAT,Qatar,2010,5294.194613428,0.529578377,105.747936993,184.316306515,,,,,,
QAT,Qatar,2015,801.567317023,1.134418683,161.512527828,206.345546532,,,,,,
ROU,Romania,2000,4.180935373,,25.927997163,,1.192e+09,6.17e+09,1.86e+09,,25796371251.41,48226074723.18
ROU,Romania,2005,,,,,1.099e+09,,,,,
ROU,Romania,2010,11.491215577,0.265136602,77.470093789,21.044450594,1.093e+09,4.336e+09,1.053e+09,289794305.986,49825910741.872,81576008759.817
ROU,Romania,2015,11.529001459,0.200891159,97.338147981,22.991445476,1.135e+09,4.303e+09,9.8e+08,228011465.465,49609293278.077,95391385021.38
RUS,Russia,2000,,,,,1.32e+10,3.96e+10,1.34e+10,,,
RUS,Russian Federation,2000,6.509469409,0.120010688,28.096894756,9.527192986,,,,,,
RUS,Russian Federation,2010,9.0229742,0.059465266,56.12593417,16.770124436,,,,,,
RUS,Russian Federation,2015,12.911486461,0.064520279,49.018725996,18.781077806,,,,,,
RWA,Rwanda,2000,31.641911913,,35.973840306,,1.02e+08,1.2e+07,3.6e+07,,379702942.956,1295058251.016
RWA,Rwanda,2005,,,,,,20500000,61400000,,,
RWA,Rwanda,2010,54.251296666,0.09549033,25.197446222,10.622744393,,,,,,
RWA,Rwanda,2015,105.519486231,0.234422614,23.944673396,11.582598045,,,,,,
