city,country_iso,iso3_r250_id,year,month,kwh_diff,price_usd_per_kwh,total_savings_usd
22_9730,ITA,380.0,2019,9,7563.791527542489,0.168,1270.7169766271384
22_9731,ITA,380.0,2019,6,13808.074748156252,0.168,2319.7565576902507
22_9731,ITA,380.0,2019,7,12438.732062343064,0.168,2089.706986473635
22_9731,ITA,380.0,2019,8,2934.765398811214,0.168,493.040587000284
22_9731,ITA,380.0,2019,9,4254.457534205695,0.168,714.7488657465568
22_9731,ITA,380.0,2019,10,1784.301910957531,0.168,299.7627210408652
22_9732,ITA,380.0,2019,5,529.0778889492127,0.168,88.88508534346774
22_9732,ITA,380.0,2019,6,8473.435649815738,0.168,1423.537189169044
22_9732,ITA,380.0,2019,7,14018.232499601254,0.168,2355.0630599330107
22_9732,ITA,380.0,2019,8,3601.9212359812163,0.168,605.1227676448444
22_9732,ITA,380.0,2019,9,1367.3831812623578,0.168,229.72037445207613
22_9732,ITA,380.0,2019,10,1047.264042808227,0.168,175.94035919178216
22_9733,ITA,380.0,2019,5,4568.789459525463,0.168,767.5566292002778
22_9733,ITA,380.0,2019,6,18002.60930867462,0.168,3024.4383638573363
22_9733,ITA,380.0,2019,7,10593.233788325011,0.168,1779.663276438602
22_9733,ITA,380.0,2019,8,8760.727018971165,0.168,1471.802139187156
22_9733,ITA,380.0,2019,9,9434.524017002666,0.168,1585.000034856448
22_9733,ITA,380.0,2019,10,16437.836515893745,0.168,2761.556534670149
22_9734,ITA,380.0,2019,6,12757.835529399335,0.168,2143.3163689390885
22_9734,ITA,380.0,2019,7,19121.369324765383,0.168,3212.390046560585
22_9734,ITA,380.0,2019,8,17271.10334470124,0.168,2901.545361909809
22_9734,ITA,380.0,2019,9,17488.450110205427,0.168,2938.059618514512
22_9736,ITA,380.0,2019,6,3056.6589347643026,0.168,513.5187010404029
22_9736,ITA,380.0,2019,7,1735.0891370716522,0.168,291.4949750280376
22_9736,ITA,380.0,2019,8,2745.3396021539183,0.168,461.2170531618583
22_9736,ITA,380.0,2019,9,2138.8697465822893,0.168,359.3301174258246
22_9738,ITA,380.0,2019,6,7860.11944891204,0.168,1320.500067417223
22_9738,ITA,380.0,2019,7,9170.581249957804,0.168,1540.6576499929113
22_9738,ITA,380.0,2019,8,20673.882824962297,0.168,3473.212314593666
22_9738,ITA,380.0,2019,9,8741.936740339374,0.168,1468.6453723770148
22_9739,ITA,380.0,2019,6,16012.206667249138,0.168,2690.0507200978554
22_9739,ITA,380.0,2019,7,16729.495818679727,0.168,2810.5552975381943
22_9739,ITA,380.0,2019,8,22784.17551552939,0.168,3827.741486608938
22_9739,ITA,380.0,2019,9,13381.516128769212,0.168,2248.094709633228
22_9741,ITA,380.0,2019,5,5099.617372745697,0.168,856.7357186212772
22_9741,ITA,380.0,2019,6,11907.714636246266,0.168,2000.4960588893728
22_9741,ITA,380.0,2019,7,14387.369818580946,0.168,2417.0781295215997
22_9741,ITA,380.0,2019,8,12919.59829963744,0.168,2170.49251433909
22_9741,ITA,380.0,2019,9,18952.568846139613,0.168,3184.031566151455
22_9741,ITA,380.0,2019,10,1678.7617735875026,0.168,282.03197796270047
22_9742,ITA,380.0,2019,6,4168.319262929675,0.168,700.2776361721853
22_9742,ITA,380.0,2019,7,7012.62071505468,0.168,1178.1202801291863
22_9742,ITA,380.0,2019,8,6610.582534031095,0.168,1110.577865717224
22_9742,ITA,380.0,2019,9,1873.42735480876,0.168,314.7357956078717
22_9743,ITA,380.0,2019,5,630.7114258711943,0.168,105.95951954636064
22_9743,ITA,380.0,2019,6,26585.127089615533,0.168,4466.30135105541
22_9743,ITA,380.0,2019,7,11446.42957831659,0.168,1923.0001691571877
22_9743,ITA,380.0,2019,8,19244.803794611336,0.168,3233.127037494705
22_9743,ITA,380.0,2019,9,2721.7138264998207,0.168,457.2479228519699
22_9743,ITA,380.0,2019,10,2102.76970646135,0.168,353.2653106855068
22_9744,ITA,380.0,2019,6,4509.108434859871,0.168,757.5302170564584
22_9744,ITA,380.0,2019,7,2203.130068670888,0.168,370.12585153670926
22_9744,ITA,380.0,2019,8,3509.5321990541333,0.168,589.6014094410945
22_9744,ITA,380.0,2019,9,4737.601442726043,0.168,795.9170423779753
22_9744,ITA,380.0,2019,10,2509.991648889541,0.168,421.6785970134429
22_9745,ITA,380.0,2019,5,11842.902672853335,0.168,1989.6076490393607
22_9745,ITA,380.0,2019,6,3833.549501662744,0.168,644.0363162793411
22_9745,ITA,380.0,2019,7,16521.355084574785,0.168,2775.587654208564
22_9745,ITA,380.0,2019,8,19924.438548140864,0.168,3347.305676087665
22_9745,ITA,380.0,2019,9,9757.090994171216,0.168,1639.1912870207643
22_9745,ITA,380.0,2019,10,4833.979848900638,0.168,812.1086146153073
22_9746,ITA,380.0,2019,6,7613.140671565781,0.168,1279.0076328230514
22_9746,ITA,380.0,2019,7,10161.758416138124,0.168,1707.175413911205
22_9746,ITA,380.0,2019,8,11118.381204626314,0.168,1867.888042377221
22_9746,ITA,380.0,2019,9,11480.06590048379,0.168,1928.651071281277
22_9746,ITA,380.0,2019,10,8473.117742004946,0.168,1423.483780656831
22_9747,ITA,380.0,2019,5,34870.31559984472,0.168,5858.213020773913
22_9747,ITA,380.0,2019,6,32229.104251381483,0.168,5414.489514232089
22_9747,ITA,380.0,2019,7,29116.88742718219,0.168,4891.637087766609
22_9747,ITA,380.0,2019,8,12288.310440025616,0.168,2064.436153924304
22_9747,ITA,380.0,2019,9,16375.460087691645,0.168,2751.0772947321966
22_9747,ITA,380.0,2019,10,3654.784460325592,0.168,614.0037893346995
22_9749,ITA,380.0,2019,6,3867.872800866231,0.168,649.8026305455269
